wo,ata,ac,pos,pn_off,sn_off,pn_on,sn_on,label,cert
190286373,72-00,M73-82,#1,2085M31G03,PAT96C22,2085M31G03,PAT2C069,3976489,RE98823-1
190286373,72-00,M73-82,#1,2085M31G03,PAT38C33,2085M31G03,PSDNK448,3953725,JMB25A-02476
190286373,72-00,M73-82,#1,2085M31G03,PAT63J91,2085M31G03,PAT07R80,3976538,RF73850-1
190286373,72-00,M73-82,#1,2085M31G03,PSDMF484,2085M31G03,PAT07F43,3976604,RD81405-1
190286373,72-00,M73-82,#1,2085M31G03,PAT09J89,2085M31G03,PAT7C517,3976541,RF84531-1
190286373,72-00,M73-82,#1,2085M31G03,PAT21F82,2085M31G03,PAT24F29,3976512,RE98630-1
190286373,72-00,M73-82,#1,2085M31G03,PAT99R41,2085M31G03,PAT91E65,3976551,RF84698-1
190286373,72-00,M73-82,#1,2085M31G03,PAT77A67,2085M31G03,PSDMF669,3976597,RD91364-1
190286373,72-00,M73-82,#1,2085M31G03,PAT61J53,2085M31G03,PAT09R14,3976501,RF78413-1
190286373,72-00,M73-82,#1,2085M31G03,PAT98E01,2085M31G03,PAT0C318,3976508,RF04236-1
190286373,72-00,M73-82,#1,2085M31G03,PSDMF328,2085M31G03,PAT85C84,3976555,RF82295-1
190286373,72-00,M73-82,#1,2085M31G03,PAT19R21,2085M31G03,PAT7A558,3976510,RF14438-1
190286373,72-00,M73-82,#1,2085M31G03,PAT24E57,2085M31G03,PAT6A985,3976492,RE83366-1
190286373,72-00,M73-82,#1,2085M31G03,PSDMD275,2085M31G03,PAT8C424,3976499,RF75828-1
190286373,72-00,M73-82,#1,2085M31G03,PAT85T75,2085M31G03,PAT1B237,3976496,RF89513-1
55200945,33-00,B737-8,RH,45-0351-4,4805,45-0351-4,3077,3985003,PAV11861
190375646,25-00,M73-82,GALLEY G4,62197-301-001,23-08-0330,62197-301-001,16-12-0305,4049987,KAV0126104
55168603,25-00,B737-8,AFT,72184025,4041,72184025,4091,3745375,PAV8779
41178909,25-00,B737-8,GALLEY G1,62197-301-001,17-12-0411,62197-301-001,17-01-0344,3753014,KAV1224002
42028476,25-31,B737-8,FWDGALLY,72184025,4278,62197-301-001,17-01-0349,3831751,SAV545
53864011,26-16,B737-8,AFT,473597-5,65982,473597-5,SJA3579,3948357,12785839
53864011,26-16,B737-8,AFT,473597-5,66011,473597-5,SJA9595,4057085,13318345
191316175,26-00,B737-8,FWD,473597-5,SJB1055,473597-5,SJA0013,4077821,13410355
55210979,23-00,B737-8,CABIN,285W0024-1B,D13930,285W0024-1M,F38907,4072898,ARC166922
190511360,33-00,B737-8,5ABC,9651-35-0002,26690,9651-35-0002,64047,3856549,20096507
55431113,33-00,M73-82,RH,72605363-1,0736,72605363-1,5133,3808569,352355379
55629140,25-31,B737-8,FWDGALLY,8201-11-0000-01,17-12-39605,8201-11-0000-01,21-01-0259,3861484,PAV10476
55225614,25-00,B737-8,AFT RH,72184025,N10120161044760,72184025,4273,3981629,WAV892
190666284,25-00,B737-8,AFTGALLY,8201-11-0000-01,22-03-0153,8201-11-0000,08-05-25459,3666611,1130853
191123799,25-30,M73-82,FWD GALLEY,62197-301-001,16-06-0222,62197-301-001,22-05-0077,4050861,KAV0226003
190697558,33-21,B737-8,6DEF,9651-35-0002,34349,9651-35-0002,34765,4084601,7718
190961896,23-00,B737-8,FWD,285W0024-1B,D23514,285W0024-1M,F39922,4160164,ARC173792
190550208,33-21,B737-8,31 DEF,9651-35-0005,1852,9651-35-0005,21089,3942178,ARC154067
40286312,38-32,B737-8,AFT  RH,14330-230,39854,14330-230,41385,4028836,516917
190219555,25-00,B737-8,FWD,8201-11-0000,07-01-23110,8201-11-0000-01,21-11-0160,3980339,KAV0925044
55151861,25-00,B737-8,FWD,72184025,4178,72184025,4112,3603989,1099315
190483009,33-21,M73-82,31ABC,9651-35-0005,61121,9651-35-0005,33612,3903128,149736
190436382,38-00,M73-82,LAV A,SC4L500301-5,171381555-006,SC4L500301-5,175167915-006,4143481,E6178748
55490714,25-32,M73-82,G1,62197-301-001,15-12-0159,62197-301-001,23-08-0122,3929043,WAV653
190878709,25-31,B737-8,AFT,8201-11-0000-01,09-02-26578,8201-11-0000-01,21-11-0164,4171238,KAV0626004
190635306,38-11,B737-8,LAV E,SC4L500301-5,175167867-003,SC4L500301-5,175184263-007,4148525,6188927
190673228,36-11,B737-8,#1,107484-7,9443,107484-7,17040,4070387,5269014
190347312,33-00,M73-82,RH,72605363-1,4820,72605363-1,1697,3975827,4460718
190589476,33-00,B737-8,RH,72605363-1,5972,72605363-1,3459,4001398,354744515
41306452,23-00,B737-8,10DEF,9651-35-0005,16594,9651-35-0005,15707,3818868,ARC142173
191328233,23-51,B737-8,#2,5145-1-82,18244,5145-1-82,14587,4192931,PAV14588
102802455,36-00,B737-8,#2,107484-7,13835,107484-7,8734,3821624,352487648
55553395,33-21,B737-8,#9,,,9651-35-0002,24601,4173641,ARC174001
42088980,33-21,M73-82,18 ABC,9651-35-0002,50245,9651-35-0002,56710,4148885,172475
191410887,38-00,B737-8,LAV A,SC4L500301-5,173942740-010,SC4L500301-5,175167862-004,4138800,E-6173313
191509291,25-35,B737-8,AFTGALLY,72184025,N10090461044715,72184025,4257,4199229,WAV1560
191125314,25-32,M73-82,AFT GALLEY,8201-11-0000-01,09-12-27974,8201-11-0000-01,17-07-39056,4179939,KAV0626037
190617725,33-00,B737-8,6DEF,9651-35-0002,26117,9651-35-0002,69685,4102755,20186951-1
190475963,33-00,M73-82,LH,9651-35-0002,53916,9651-35-0002,55052,4209137,ARC177563
191065357,25-00,B737-8,GALLEY 4,62197-301-001,15-03-7406,L13471-12MRYAN,9035297,4140651,PAV14038
55346394,34-00,M73-82,CAPT,0851HT1,433259,0851HT2,459018,3628118,809538
55377021,23-42,M73-82,AFT CAB,285W0024-1B,F37556,285W0024-1B,F27339,3979277,ARC158129
190956563,25-00,B737-8,FWD,8201-11-0000-01,23-06-0149,8201-11-0000-01,09-12-27983,4119650,KAV0326028
190781362,38-00,B737-8,CABIN,15800-029-3,1730,15800-029-3,5474,3835669,1115680
190552904,26-16,B737-8,AFT,473597-5,SJA5102,473597-5,SJF1095,3908215,408095
55280750,25-30,M73-82,FWD GALLEY,8201-11-0000-01,23-04-0213,8201-11-0000-01,22-02-0638,4119686,KAV0326026
190363151,25-32,M73-82,GALLEY G4,62197-301-001,21-02-0124,62197-301-001,23-05-0406,4023772,WAV1027
190480772,25-32,M73-82,GALLEY 4,62197-301-001,16-07-0241,62197-301-001,22-11-0532,3969021,1431805
55465061,25-00,M73-82,G1,62197-301-001,22-12-0348,62197-301-001,16-08-0259,3867421,1337647
42071609,33-20,M73-82,CABIN,9651-35-0004,6474,9651-35-0004,10823,4053612,ARC165357
42071609,33-20,M73-82,6DEF,9651-35-0002,24565,9651-35-0002,51228,4072922,ARC166759
42071609,33-20,M73-82,RH,9651-35-0003,9833,9651-35-0003,20171,3800892,7779
190486388,25-00,M73-82,GALLEY G4,62197-301-001,19-04-0028,62197-301-001,19-06-0030,4060627,WAV1146
190739327,25-00,B737-8,FWD GALLEY,72184025,N09030226044453,72184025,N10020396044646,3979787,1440192
55594476,33-00,B737-8,7 ABC,9651-35-0002,17994,9651-35-0002,35524,3806581,ARC140970
55594476,33-00,B737-8,6 ABC,9651-35-0002,49189,9651-35-0002,59589,3795782,140073
191436052,33-00,B737-8,22ABC,9651-35-0002,55171,9651-35-0002,27165,4067843,ARC166068
55536270,38-00,B737-8,FWD,SC4L500301-5,11304698-006,SC4L500301-5,171072814-001,3636841,E-5391937
980007795,23-00,B737-8,AFT CAB,285W0024-1B,F24160,285W0024-23B,F64130,4126315,
55344080,33-00,M73-82,33 ABC,9651-35-0005,66695,9651-35-0005,30952,3752340,135716
190237879,23-00,B737-8,#1,5145-1-82,13311,5145-1-82,17418,3946095,1409646
41630144,25-00,B737-8,AFT,8201-11-0000,04-01-19624,8201-11-0000-01,10-07-29057,3682387,1175335
190322900,38-00,M73-82,LAV V,SC4L500301-5,171260753-003,SC4L500301-5,173574847-008,3945857,E-5907842
190205151,26-00,B737-8,AFT,473597-5,24092,473597-5,34088,3897717,R550738-632
55456644,34-11,M73-82,F/O,0851HT1,400792,0851HT2,466660,3784105,407501517
190626562,25-00,B737-8,AFTGALLY,62197-301-001,16-06-0229,72184025,N10100896044738,3945412,WAV740
35086889,25-00,B737-8,FWD GALLEY,62197-301-001,16-08-0247,62197-301-001,18-07-0591,4060642,WAV1148
55301983,33-21,M73-82,#6 RH,9651-35-0002,33694,9651-35-0002,53817,4145182,ARC172013
191448461,33-00,B737-8,CAB,9651-35-0002,18704,9651-35-0002,53249,4084482,ARC167510
55526968,33-21,B737-8,28DEF,9651-35-0005,15746,9651-35-0005,24284,3861011,ARC146151
55441826,25-00,M73-82,FWD,8201-11-0000-01,23-08-0109,8201-11-0000,04-02-19764,3841177,KAV0425013
55673505,33-21,B737-8,22ABC,9651-35-0002,35176,9651-35-0002,19461,3845005,ARC144560
55397009,25-00,M73-82,GALLEY G4,8201-11-0000-01,18-06-2069,8201-11-0000-01,17-11-39511,3575257,1064159
55203540,23-51,B737-8,F/O,5145-1-82,11733,5145-1-82,17051,3868979,PAV10553
191157442,25-00,M73-82,GALLEY 4,8201-11-0000-01,19-06-0287,8201-11-0000-01,10-07-29040,3689132,1179316
55290078,25-00,M73-82,GALLEY 1 FWD,62197-301-001,25-06-0096,62197-301-001,16-11-0286,4006347,KAV1225015
42256789,25-31,B737-8,AFTGALLY,72184025,4388,72184025,4198,3919326,1386132
190128026,25-00,B737-8,FWD,8201-11-0000-01,21-08-0148,8201-11-0000,07-08-24169,3726881,1210643
191269925,25-00,M73-82,GALLEY G4,8201-11-0000,05-01-20785,8201-11-0000-01,16-01-37096,4021562,KAV1225009
55646838,36-00,B737-8,#1,107484-7,18627,107484-7,17521,3947195,3771893
190311708,25-00,M73-82,AFT GALLEY,8201-11-0000-01,21-11-0993,8201-11-0000-01,17-12-39605,3996075,KAV1125008
190594546,33-00,B737-8,AFT CAB,9551-26-0001,4472,9551-26-0001,5535,4157299,ARC172961
41943860,33-21,B737-8,CABIN,9651-35-0004,8191,9651-35-0004,10823,3762794,136655
41943860,33-21,B737-8,CABIN,9651-35-0005,22822,9651-35-0005,32639,3763438,136815
55279835,33-21,M73-82,23DEF,9651-35-0002,56790,9651-35-0002,71908,3886801,77-1.000
55682812,33-20,B737-8,10ABC,9651-35-0004,19082,9651-35-0004,18155,4043881,164530
190416638,25-00,M73-82,FWD GALLEY,8201-11-0000-01,17-12-40029,8201-11-0000-01,22-03-0164,4183375,PAV14503
190052913,25-00,B737-8,FWD,72184025,4378,72184025,N10020035044621,3944659,PAV11280
190179830,27-36,B737-8,FIN,0851HT1,274566,0851HT1,452394,3910443,12607489
191235254,25-31,M73-82,FWD GALLEY,8201-11-0000-01,21-08-0163,8201-11-0000,05-08-21365,3819197,KAV0125040
41931305,33-21,B737-8,11 DEF,9651-35-0004,10799,9651-35-0004,21804,3316426,02884774
190211638,33-42,B737-8,RH,45-0351-4,2247,45-0351-4,6212,4061147,PAV12968
190985854,25-00,B737-8,FWDGALLY,62197-301-001,22-01-0388,62197-301-001,15-12-0149,4145899,KAV0526027
190432324,25-35,M73-82,GALLEY G4,62197-301-001,21-02-0106,62197-301-001,23-07-0416,4094551,WAV1285
190198426,25-00,B737-8,AFT CAB,8201-11-0000-01,09-02-26577,8201-11-0000-01,17-08-39198,3932214,PAV11153
55442137,33-00,M73-82,20 DEF,9651-35-0002,53419,9651-35-0002,17966,3990208,158708
190649413,25-00,B737-8,FWD,8201-11-0000-01,21-02-0351,8201-11-0000,02-09-18205,3791117,PAV9444
103657844,23-42,B737-8,CABIN,285W0024-1B,F52034,285W0024-1M,F40811,3871970,147151
190368325,33-21,M73-82,27RH,9651-35-0004,18173,9651-35-0004,12729,3897309,ARC149484
20028318,25-00,B737-8,AFT,72184025,3035,72184025,3047,4062763,PAV12981
190129096,36-11,B737-8,#2,107484-7,19586,,,9587462,
53856973,25-31,B737-8,FWD,62197-301-001,23-05-0225,62197-301-001,17-11-0449,4045583,KAV0126051
55131623,25-31,B737-8,FWD,8201-11-0000,08-05-25471,8201-11-0000,04-09-20361,3904089,1369756
20082663,38-32,B737-8,CABIN,15800-029-3,2619,15800-029-3,11063,2302542,290439
190619564,33-00,B737-8,CABIN,9651-35-0004,12330,9651-35-0004,6562,4078754,7422
55569615,33-21,B737-8,ROW 20,9651-35-0002,25467,9651-35-0002,32934,3850996,ARC144997
190622185,33-00,B737-8,29ABC,9651-35-0005,17952,9651-35-0005,21089,3806477,ARC141053
190979440,34-11,B737-8,RH,0851HT1,408144,0851HT2,486996,4218171,409425256
190524706,23-51,B737-8,FL DK,5145-1-82,17073,5145-1-82,10820,4131865,PAV13886
190708322,25-31,B737-8,AFTGALLY,8201-11-0000,04-12-20652,8201-11-0000,07-10-24290,4145755,KAV0526064
40211091,33-21,B737-8,#21 RH,9651-35-0002,39131,9651-35-0002,22781,3941106,3782
190246788,38-00,B737-8,FWD,14330-230,37430,14330-230,39295,3794299,0051207121
191065017,72-00,B737-8,#1,340-001-038-0,BB532760-C,340-001-036-0,PF389289,4151919,GEAMS1164858-1
191065017,72-00,B737-8,#1,340-001-038-0,PA470517-2,340-001-038-0,DM157827,4178059,R260423
191065017,72-00,B737-8,#1,340-001-038-0,DC768953,340-001-038-0,DM176310,4190499,R26052222001
191065017,72-00,B737-8,#1,340-001-038-0,DC613292,340-001-038-0,DM176637,4190525,R26052219001
191065017,72-00,B737-8,#1,340-001-038-0,DC613242,340-001-036-0,PF591149,4217353,925-26-28717
191065017,72-00,B737-8,#1,340-001-038-0,DC768926,340-001-036-0,PF585170,4217348,925-26-28717
105210698,72-00,M73-82,#2,2085M31G03,PSDNE804,2085M31G03,PSDMH324,4005820,RG79235-1
105210698,72-00,M73-82,#2,2085M31G03,PSDNE802,2085M31G03,PAT1G801,4005825,RG82673-1
105210698,72-00,M73-82,#2,2085M31G03,PSDNE801,2085M31G03,PSDMH335,4005819,RG79254-1
105210698,72-00,M73-82,#2,2085M31G03,PSDNE807,2085M31G03,PAT1G799,4005821,RG82672-1
105210698,72-00,M73-82,#2,2085M31G03,PSDNE806,2085M31G03,PAT05T96,4005818,RG82594-1
105210698,72-00,M73-82,#2,2085M31G03,PSDNE808,2085M31G03,PAT11T14,4005791,RG81035-1
190104113,23-00,B737-8,CABIN,285W0024-1B,F40039,285W0024-1B,D11413,3920284,152013
190444712,38-00,M73-82,REAR,SC4L500301-5,11303901-005,SC4L500301-5,173192705-007,3892848,5832233
55445656,38-11,M73-82,LAV A,SC4L500301-5,172442901-004,SC4L500301-5,174853095-005,4088461,E-6113259
42033920,33-21,B737-8,7DEF,9651-35-0002,22964,9651-35-0002,34355,3875180,ARC147610
55164285,25-00,B737-8,AFT LH,72184025,N10090457044711,72184025,3016,4063696,KAV0226039
40114036,25-00,B737-8,7050MM3,72184025,4178,72184025,N10100887044729,3786211,SAV451
41601609,25-00,B737-8,FWDGALLY,62197-301-001,18-06-0109,72184025,4147,4059722,AV1820
55378464,25-00,M73-82,GALLEY G4,62197-301-001,15-11-0136,62197-301-001,21-11-0705,3807448,PAV9745
190078083,25-00,B737-8,AFTGALLY,72184025,4404,72184025,N10020051044637,4140453,KAV0526030
53874307,25-00,M73-82,GALLEY G4,62197-301-001,16-12-0304,62197-301-001,19-04-0541,4103997,PAV13594
55113653,33-00,B737-8,RH,45-0351-4,1993,45-0351-4,7272,4039116,PAV12652
190481772,38-00,M73-82,LAV A,SC4L500301-5,172234599-003,SC4L500301-5,172442901-008,3970516,04858397
55412642,25-00,M73-82,GALLEY G4,8201-11-0000-01,15-03-35925,8201-11-0000-01,17-12-39595,3822699,PAV9990
191387488,33-21,B737-8,ROW 25,9651-35-0004,13090,9651-35-0004,6111,4128850,170878
190522139,33-00,B737-8,5DEF,9651-35-0002,23582,9651-35-0002,74429,3892532,04631946
190489397,33-00,M73-82,CABIN,9651-35-0002,67936,9651-35-0002,17907,4104255,ARC169206
191456724,25-00,B737-8,AFT,72184025,N11070873044815,72184025,N11070862044804,4084471,WAV1234
190574243,33-21,B737-8,6LH,9651-35-0002,50003,9651-35-0002,21681,4050010,164688
190209526,23-00,B737-8,FL DK,5145-1-82,16111,5145-1-88,19511,4119028,PAV13720
42108429,25-00,M73-82,AFT GALLEY,62197-301-001,16-12-0316,62197-301-001,22-12-0117,3789398,WAV237
190032705,23-00,B737-8,FL DK,5145-1-82,16408,5145-1-82,19249,4000171,PAV12061
107231210,36-00,B737-8,#2,107484-7,16818,107484-7,18711,4182896,356343734
42155852,25-00,M73-82,GALLEY G4,62197-301-001,15-10-8021,62197-301-001,15-12-0147,3729809,1220018
190047558,25-00,B737-8,FWD,8201-11-0000,07-08-24017,8201-11-0000-01,21-04-0056,4039205,KAV1225072
55602150,25-00,B737-8,AFT,8201-11-0000-01,14-07-35018,8201-11-0000,05-02-20906,3600147,1095401
190014959,25-00,B737-8,GALLEY 4B,62197-301-001,21-02-0084,62197-301-001,23-04-0050,4116672,SAV870
191442032,23-51,B737-8,FL DK,5145-1-82,16225,5145-1-82,16115,4136104,PAV13982
190120175,25-00,B737-8,FWD,8201-11-0000-01,17-12-40058,8201-11-0000-01,14-09-35275,3930283,KAV00725034
190701320,33-21,B737-8,#17 LH,9651-35-0002,53519,9651-35-0002,70734,4019661,ARC161930
190906199,38-32,B737-8,LAV A,14330-230,25193,14330-230,8432,4206704,85932
190308933,33-00,M73-82,6 ABC,9651-35-0002,53724,9651-35-0002,60689,4022263,20144048
55655204,25-00,B737-8,AFTGALLY,62197-301-001,17-01-0327,62197-301-001,17-12-0468,3987253,PAV11823
55704113,33-00,B737-8,31LH,9651-35-0005,20367,9651-35-0005,16614,4005639,160554
191336439,25-31,B737-8,FWDGALLY,72184025,N12061896044874,72184025,4276,4063798,PAV12995
55596942,72-00,B737-8,#1,340-001-036-0,DM167093,340-001-038-0,DE188149,3834923,9001
55596942,72-00,B737-8,#1,340-001-036-0,DM167077,340-001-038-0,DE192074,3834818,27001
55596942,72-00,B737-8,#1,340-001-036-0,DM166875,340-001-038-0,DM100377,3798159,7000
55596942,72-00,B737-8,#1,340-001-036-0,DM166964,340-001-038-0,DM169284,3798063,25001
55596942,72-00,B737-8,#1,340-001-036-0,DM166972,340-001-038-0,DM100391,3798149,3000
55596942,72-00,B737-8,#1,340-001-036-0,DM166832,340-001-038-0,DD286035,3798157,6000
190259233,25-32,B737-8,FWDGALLY,62197-301-001,15-03-7406,72184025,N10030479044677,3830891,KAV0325021
55203561,25-00,B737-8,FWD G1,62197-301-001,16-11-0288,62197-301-001,22-10-0012,3855740,WAV448
190591116,23-51,B737-8,FL DK,5145-1-82,15670,5145-1-82,16553,4044513,PAV12690
190305115,72-00,M73-82,#1,2085M31G03,PAT07F28,2085M31G03,PSDNF925,3811055,NAB24A-07074
190305115,72-00,M73-82,#1,2085M31G03,PAT98F52,2085M31G03,PSDNF927,3811059,NAB24A-07076
190305115,72-00,M73-82,#1,2085M31G03,PAT10J00,2085M31G03,PSDNF923,3811052,NAB24A-07072
190305115,72-00,M73-82,#1,2085M31G03,PAT98F51,2085M31G03,PSDNF926,3811057,NAB24A-07075
190305115,72-00,M73-82,#1,2085M31G03,PAT09J90,2085M31G03,PSDNF924,3811049,NAB24A-07073
190506592,33-00,B737-8,12ABC,9651-35-0005,33768,9651-35-0005,16861,3949943,ARC155088
55300178,33-00,M73-82,CABIN,9651-35-0002,39143,9651-35-0002,70708,3884299,20100917
190235841,33-00,B737-8,RH,45-0351-4,6726,45-0351-4,5708,4001642,PAV12113
191442468,25-31,B737-8,FWDGALLY,62197-301-001,17-12-0411,62197-301-001,21-02-0153,4152808,WAV1443
190997354,25-31,B737-8,AFTGALLY,72184025,N10090463044717,72184025,4210,4183952,WAV1515
190288996,33-00,M73-82,RH,9651-35-0005,65999,9651-35-0005,52876,3851540,20095575
190288996,33-00,M73-82,LH,9651-35-0001,11953,9651-35-0001,8162,3830696,15-1.000
190130701,33-21,B737-8,18DEF,9651-35-0002,18857,9651-35-0002,69009,4012021,04985020
55391902,33-00,M73-82,5DEF,9651-35-0002,64272,9651-35-0002,39258,3830042,ARC142861
191233959,33-21,M73-82,9 DEF,9651-35-0003,9581,9651-35-0003,9834,4053626,ARC165452
191146475,25-32,M73-82,G1,62197-301-001,14-07-6912,62197-301-001,21-03-0020,4222932,WAV1656
35042014,25-00,B737-8,FWDGALLY,8201-11-0000,04-11-20576,8201-11-0000-01,19-05-0147,3768584,PAV9069
42230454,38-00,32S,50MG2,14330-230,ZSK341,14330-230,20928,3836211,239
55693532,33-21,B737-8,CAB,9651-35-0002,18175,9651-35-0002,70012,4071277,20166043
55612343,33-00,B737-8,CABIN,9651-35-0004,6562,9651-35-0004,11667,3885373,ARC148418
190526282,33-00,B737-8,CABIN,9651-35-0002,25074,9651-35-0002,39243,3861006,ARC146106
55119148,25-00,B737-8,AFTGALLY,72184025,4321,72184025,4422,3697394,1188778
190288694,25-00,M73-82,G1,62197-301-001,17-12-0472,62197-301-001,19-07-1229,3845099,WAV408
190292583,25-00,M73-82,G1,62197-301-001,17-11-0448,62197-301-001,19-04-0544,3884749,1353887
55680297,25-31,B737-8,AFT LH,72184025,N10100880044722,72184025,4343,4186471,WAV1518
190178473,33-00,B737-8,RH,45-0351-4,5126,45-0351-4,6661,3812521,PAV9825
190728395,33-00,B737-8,30ABC,9651-35-0005,50683,9651-35-0005,50468,3930868,153175
55088803,33-00,B737-8,RH,72605363-1,0410,72605363-1,4810,3815739,35244462
190091480,26-00,B737-8,AFT,473597-5,SJB8604,473597-5,SJB0805,4051591,13287331
190380399,33-00,M73-82,11DEF,9651-35-0004,19392,,,9712144,
190424663,25-32,M73-82,002 AFT GALLEY,62197-301-001,22-12-0124,62197-301-001,19-07-0260,4139395,SAV909-UKCAA
190466675,25-00,M73-82,FWD GALLEY,62197-301-001,25-05-0239,62197-301-001,18-01-1102,3986373,SAV667
190368555,25-00,M73-82,GALLEY G4,8201-11-0000,08-05-25462,8201-11-0000,07-10-24288,3858844,KAV0525018
191071955,25-31,B737-8,AFTGALLY,72184025,N09030242044469,72184025,N10040445044690,4169848,KAV0626022
35005623,33-21,B737-8,27DEF,9651-35-0005,17781,9651-35-0005,31641,3799491,ARC139034
55714710,23-42,B737-8,FWD,285W0024-1B,F37789,285W0024-1B,F47364,3736255,ARC134181
190777927,25-00,B737-8,GALLEY 1,62197-301-001,23-03-0698,62197-301-001,23-08-0288,3977156,PAV11760
55361057,25-32,M73-82,GALLEY G4,8201-11-0000-01,21-11-0264,8201-11-0000-01,17-12-40025,4032631,KAV1225069
41843938,25-32,M73-82,AFT,62197-301-001,23-05-0003,62197-301-001,16-10-0273,4030355,KAV0126033
190487869,33-00,M73-82,32 L/H,9651-35-0005,49167,9651-35-0005,17617,4228913,179286
190088815,25-00,B737-8,AFTGALLY,62197-301-001,16-11-0286,72184025,N09040559044500,3804858,SAV497
105850958,73-00,M73-82,#1,2085M31G03,PSDNH615,2085M31G03,PAT8G249,4052874,RH26434-1
105850958,73-00,M73-82,#1,2085M31G03,PSDNH501,2085M31G03,PAT02F89,4052892,RH21727-1
105850958,73-00,M73-82,#1,2085M31G03,PSDNH496,2085M31G03,PAT31E30,4052885,RH21747-1
105850958,73-00,M73-82,#1,2085M31G03,PSDNG040,2085M31G03,PAT92C74,4052903,RH20517-1
105850958,73-00,M73-82,#1,2085M31G03,PSDMD310,2085M31G03,PAT5C565,4052895,RH21550-1
105850958,73-00,M73-82,#1,2085M31G03,PSDNH514,2085M31G03,PAT47E44,4052899,RH21757-1
105850958,73-00,M73-82,#1,2085M31G03,PAT9C467,2085M31G03,PAT2B249,4052922,RH28646-1
105850958,73-00,M73-82,#1,2085M31G03,PSDNH500,2085M31G03,PST63E17,4052918,RH12073-1
105850958,73-00,M73-82,#1,2085M31G03,PSDNH498,2085M31G03,PAT61J52,4052913,RH12078-1
105850958,73-00,M73-82,#1,2085M31G03,PAT9C461,2085M31G03,PAT5C563,4052898,RH21548-1
105850958,73-00,M73-82,#1,2085M31G03,PSDNH497,2085M31G03,PAT8G245,4052893,RH26430-1
105850958,73-00,M73-82,#1,2085M31G03,PSDMJ870,2085M31G03,PSDMD240,4052935,RH21909-1
105850958,73-00,M73-82,#1,2085M31G03,PAT3C319,2085M31G03,PSDNH256,4052930,RH22553-1
105850958,73-00,M73-82,#1,2085M31G03,PAT3C324,2085M31G03,PAT5C566,4052932,RH21557-1
105850958,73-00,M73-82,#1,2085M31G03,PAT9C458,2085M31G03,PAT3C571,4052915,RH07726-1
105850958,73-00,M73-82,#1,2085M31G03,PSDNH499,2085M31G03,PAT5A987,4052939,RH07712-1
105850958,73-00,M73-82,#1,2085M31G03,PSDNH502,2085M31G03,PAT03T65,4052909,RH20485-1
